travel_time,Date,Time
890,5/3/2010,8:22:00
890,5/3/2010,8:25:00
915,5/3/2010,8:28:00
940,5/3/2010,8:31:00
968,5/3/2010,8:34:00
979,5/3/2010,8:37:00
1377,5/3/2010,8:40:00
1451,5/3/2010,8:43:00
1474,5/3/2010,8:46:00
1425,5/3/2010,8:49:00
1712,5/3/2010,8:52:00
1665,5/3/2010,8:55:00
1914,5/3/2010,8:58:00
2006,5/3/2010,9:01:00
1463,5/3/2010,9:04:00
1107,5/3/2010,9:07:00
1198,5/3/2010,9:10:00
987,5/3/2010,9:13:00
900,5/3/2010,9:16:00
896,5/3/2010,9:19:00
799,5/3/2010,9:22:00
810,5/3/2010,9:25:00
818,5/3/2010,9:28:00
862,5/3/2010,9:31:00
832,5/3/2010,9:34:00
817,5/3/2010,9:37:00
825,5/3/2010,9:40:00
811,5/3/2010,9:43:00
859,5/3/2010,9:46:00
877,5/3/2010,9:49:00
820,5/3/2010,9:52:00
825,5/3/2010,9:55:00
844,5/3/2010,9:58:00
805,5/3/2010,10:01:00
843,5/3/2010,10:04:00
810,5/3/2010,10:07:00
791,5/3/2010,10:10:00
815,5/3/2010,10:13:00
833,5/3/2010,10:16:00
814,5/3/2010,10:19:00
849,5/3/2010,10:22:00
835,5/3/2010,10:25:00
793,5/3/2010,10:28:00
799,5/3/2010,10:31:00
869,5/3/2010,10:34:00
808,5/3/2010,10:37:00
813,5/3/2010,10:40:00
806,5/3/2010,10:43:00
798,5/3/2010,10:46:00
847,5/3/2010,10:49:00
833,5/3/2010,10:52:00
803,5/3/2010,10:55:00
804,5/3/2010,10:58:00
832,5/3/2010,11:01:00
820,5/3/2010,11:04:00
790,5/3/2010,11:07:00
776,5/3/2010,11:10:00
781,5/3/2010,11:13:00
805,5/3/2010,11:16:00
844,5/3/2010,11:19:00
836,5/3/2010,11:22:00
818,5/3/2010,11:25:00
810,5/3/2010,11:28:00
823,5/3/2010,11:31:00
839,5/3/2010,11:34:00
827,5/3/2010,11:37:00
796,5/3/2010,11:40:00
795,5/3/2010,11:43:00
803,5/3/2010,11:46:00
816,5/3/2010,11:49:00
821,5/3/2010,11:52:00
835,5/3/2010,11:55:00
804,5/3/2010,11:58:00
840,5/3/2010,12:01:00
835,5/3/2010,12:04:00
798,5/3/2010,12:07:00
812,5/3/2010,12:10:00
780,5/3/2010,12:13:00
822,5/3/2010,12:16:00
821,5/3/2010,12:19:00
804,5/3/2010,12:22:00
813,5/3/2010,12:25:00
810,5/3/2010,12:28:00
842,5/3/2010,12:31:00
815,5/3/2010,12:34:00
863,5/3/2010,12:37:00
837,5/3/2010,12:40:00
814,5/3/2010,12:43:00
827,5/3/2010,12:46:00
839,5/3/2010,12:49:00
813,5/3/2010,12:52:00
812,5/3/2010,12:55:00
832,5/3/2010,12:58:00
862,5/3/2010,13:01:00
802,5/3/2010,13:04:00
808,5/3/2010,13:07:00
825,5/3/2010,13:10:00
816,5/3/2010,13:13:00
820,5/3/2010,13:16:00
808,5/3/2010,13:19:00
815,5/3/2010,13:22:00
798,5/3/2010,13:25:00
829,5/3/2010,13:28:00
824,5/3/2010,13:31:00
793,5/3/2010,13:34:00
889,5/3/2010,13:37:00
804,5/3/2010,13:40:00
809,5/3/2010,13:43:00
815,5/3/2010,13:46:00
835,5/3/2010,13:49:00
840,5/3/2010,13:52:00
821,5/3/2010,13:55:00
808,5/3/2010,13:58:00
809,5/3/2010,14:01:00
824,5/3/2010,14:04:00
804,5/3/2010,14:07:00
839,5/3/2010,14:10:00
857,5/3/2010,14:13:00
823,5/3/2010,14:16:00
796,5/3/2010,14:19:00
799,5/3/2010,14:22:00
831,5/3/2010,14:25:00
824,5/3/2010,14:28:00
841,5/3/2010,14:31:00
828,5/3/2010,14:34:00
864,5/3/2010,14:37:00
849,5/3/2010,14:40:00
844,5/3/2010,14:43:00
811,5/3/2010,14:46:00
817,5/3/2010,14:49:00
846,5/3/2010,14:52:00
859,5/3/2010,14:55:00
838,5/3/2010,14:58:00
809,5/3/2010,15:01:00
873,5/3/2010,15:04:00
812,5/3/2010,15:07:00
792,5/3/2010,15:10:00
820,5/3/2010,15:13:00
839,5/3/2010,15:16:00
847,5/3/2010,15:19:00
818,5/3/2010,15:22:00
800,5/3/2010,15:25:00
838,5/3/2010,15:28:00
841,5/3/2010,15:31:00
877,5/3/2010,15:34:00
815,5/3/2010,15:37:00
835,5/3/2010,15:40:00
819,5/3/2010,15:43:00
795,5/3/2010,15:46:00
829,5/3/2010,15:49:00
864,5/3/2010,15:52:00
833,5/3/2010,15:55:00
845,5/3/2010,15:58:00
853,5/3/2010,16:01:00
818,5/3/2010,16:04:00
874,5/3/2010,16:07:00
811,5/3/2010,16:10:00
848,5/3/2010,16:13:00
862,5/3/2010,16:16:00
868,5/3/2010,16:19:00
894,5/3/2010,16:22:00
920,5/3/2010,16:25:00
858,5/3/2010,16:28:00
853,5/3/2010,16:31:00
925,5/3/2010,16:34:00
876,5/3/2010,16:37:00
841,5/3/2010,16:40:00
912,5/3/2010,16:43:00
971,5/3/2010,16:46:00
1748,5/3/2010,16:49:00
2142,5/3/2010,16:52:00
2609,5/3/2010,16:55:00
2604,5/3/2010,16:58:00
2328,5/3/2010,17:01:00
2236,5/3/2010,17:04:00
1390,5/3/2010,17:07:00
1074,5/3/2010,17:10:00
942,5/3/2010,17:13:00
911,5/3/2010,17:16:00
867,5/3/2010,17:19:00
955,5/3/2010,17:22:00
874,5/3/2010,17:25:00
849,5/3/2010,17:28:00
836,5/3/2010,17:31:00
890,5/3/2010,17:34:00
883,5/3/2010,17:37:00
843,5/3/2010,17:40:00
913,5/3/2010,17:43:00
894,5/3/2010,17:46:00
848,5/3/2010,17:49:00
892,5/3/2010,17:52:00
820,5/3/2010,17:55:00
812,5/3/2010,17:58:00
795,5/3/2010,18:01:00
801,5/3/2010,18:04:00
819,5/3/2010,18:07:00
851,5/3/2010,18:10:00
841,5/3/2010,18:13:00
875,5/3/2010,18:16:00
922,5/3/2010,18:19:00
869,5/3/2010,18:22:00
837,5/3/2010,18:25:00
849,5/3/2010,18:28:00
818,5/3/2010,18:31:00
805,5/3/2010,18:34:00
830,5/3/2010,18:37:00
843,5/3/2010,18:40:00
857,5/3/2010,18:43:00
839,5/3/2010,18:46:00
900,5/3/2010,18:49:00
833,5/3/2010,18:52:00
833,5/3/2010,18:55:00
818,5/3/2010,18:58:00
829,5/3/2010,19:01:00
815,5/3/2010,19:04:00
815,5/3/2010,19:07:00
804,5/3/2010,19:10:00
794,5/3/2010,19:13:00
819,5/3/2010,19:16:00
827,5/3/2010,19:19:00
810,5/3/2010,19:22:00
823,5/3/2010,19:25:00
844,5/3/2010,19:28:00
827,5/3/2010,19:31:00
800,5/3/2010,19:34:00
804,5/3/2010,19:37:00
796,5/3/2010,19:40:00
832,5/3/2010,19:43:00
823,5/3/2010,19:46:00
818,5/3/2010,19:49:00
794,5/3/2010,19:52:00
808,5/3/2010,19:55:00
832,5/3/2010,19:58:00
814,5/3/2010,20:01:00
817,5/3/2010,20:04:00
801,5/3/2010,20:07:00
781,5/3/2010,20:10:00
781,5/3/2010,20:13:00
821,5/3/2010,20:16:00
781,5/3/2010,20:19:00
803,5/3/2010,20:22:00
803,5/3/2010,20:25:00
769,5/3/2010,20:28:00
798,5/3/2010,20:31:00
767,5/3/2010,20:34:00
766,5/3/2010,20:37:00
771,5/3/2010,20:40:00
830,5/3/2010,20:43:00
761,5/3/2010,20:46:00
765,5/3/2010,20:49:00
766,5/3/2010,20:52:00
818,5/3/2010,20:55:00
815,5/3/2010,20:58:00
786,5/3/2010,21:01:00
777,5/3/2010,21:04:00
804,5/3/2010,21:07:00
815,5/3/2010,21:10:00
829,5/3/2010,21:13:00
797,5/3/2010,21:16:00
786,5/3/2010,21:19:00
781,5/3/2010,21:22:00
829,5/3/2010,21:25:00
833,5/3/2010,21:28:00
810,5/3/2010,21:31:00
806,5/3/2010,21:34:00
790,5/3/2010,21:37:00
788,5/3/2010,21:40:00
825,5/3/2010,21:43:00
791,5/3/2010,21:46:00
799,5/3/2010,21:49:00
801,5/3/2010,21:52:00
799,5/3/2010,21:55:00
810,5/3/2010,21:58:00
789,5/3/2010,22:01:00
811,5/3/2010,22:04:00
786,5/3/2010,22:07:00
765,5/3/2010,22:10:00
771,5/3/2010,22:13:00
760,5/3/2010,22:16:00
801,5/3/2010,22:19:00
782,5/3/2010,22:22:00
766,5/3/2010,22:25:00
768,5/3/2010,22:28:00
766,5/3/2010,22:31:00
781,5/3/2010,22:34:00
772,5/3/2010,22:37:00
776,5/3/2010,22:40:00
767,5/3/2010,22:43:00
774,5/3/2010,22:46:00
780,5/3/2010,22:49:00
775,5/3/2010,22:52:00
764,5/3/2010,22:55:00
787,5/3/2010,22:58:00
766,5/3/2010,23:01:00
755,5/3/2010,23:04:00
769,5/3/2010,23:07:00
786,5/3/2010,23:10:00
784,5/3/2010,23:13:00
766,5/3/2010,23:16:00
768,5/3/2010,23:19:00
761,5/3/2010,23:22:00
761,5/3/2010,23:25:00
766,5/3/2010,23:28:00
790,5/3/2010,23:31:00
786,5/3/2010,23:34:00
770,5/3/2010,23:37:00
773,5/3/2010,23:40:00
789,5/3/2010,23:43:00
765,5/3/2010,23:46:00
779,5/3/2010,23:49:00
763,5/3/2010,23:52:00
771,5/3/2010,23:55:00
828,5/3/2010,23:58:00
828,5/4/2010,0:01:00
901,5/4/2010,0:04:00
860,5/4/2010,0:07:00
899,5/4/2010,0:10:00
872,5/4/2010,0:13:00
848,5/4/2010,0:16:00
856,5/4/2010,0:19:00
833,5/4/2010,0:22:00
812,5/4/2010,0:25:00
802,5/4/2010,0:28:00
800,5/4/2010,0:31:00
827,5/4/2010,0:34:00
756,5/4/2010,0:37:00
757,5/4/2010,0:40:00
754,5/4/2010,0:43:00
718,5/4/2010,0:46:00
786,5/4/2010,0:49:00
775,5/4/2010,0:52:00
773,5/4/2010,0:55:00
807,5/4/2010,0:58:00
710,5/4/2010,1:01:00
738,5/4/2010,1:04:00
754,5/4/2010,1:07:00
718,5/4/2010,1:10:00
764,5/4/2010,1:13:00
770,5/4/2010,1:16:00
773,5/4/2010,1:19:00
801,5/4/2010,1:22:00
844,5/4/2010,1:25:00
803,5/4/2010,1:28:00
798,5/4/2010,1:31:00
759,5/4/2010,1:34:00
722,5/4/2010,1:37:00
805,5/4/2010,1:40:00
775,5/4/2010,1:43:00
803,5/4/2010,1:46:00
849,5/4/2010,1:49:00
799,5/4/2010,1:52:00
712,5/4/2010,1:55:00
764,5/4/2010,1:58:00
755,5/4/2010,2:01:00
705,5/4/2010,2:04:00
786,5/4/2010,2:07:00
764,5/4/2010,2:10:00
760,5/4/2010,2:13:00
774,5/4/2010,2:16:00
718,5/4/2010,2:19:00
814,5/4/2010,2:22:00
888,5/4/2010,2:25:00
882,5/4/2010,2:28:00
824,5/4/2010,2:31:00
834,5/4/2010,2:34:00
768,5/4/2010,2:37:00
754,5/4/2010,2:40:00
773,5/4/2010,2:43:00
816,5/4/2010,2:46:00
787,5/4/2010,2:49:00
971,5/4/2010,2:52:00
770,5/4/2010,2:55:00
796,5/4/2010,2:58:00
821,5/4/2010,3:01:00
807,5/4/2010,3:04:00
761,5/4/2010,3:07:00
837,5/4/2010,3:10:00
779,5/4/2010,3:13:00
745,5/4/2010,3:16:00
780,5/4/2010,3:19:00
847,5/4/2010,3:22:00
777,5/4/2010,3:25:00
815,5/4/2010,3:28:00
779,5/4/2010,3:31:00
792,5/4/2010,3:34:00
786,5/4/2010,3:37:00
695,5/4/2010,3:40:00
710,5/4/2010,3:43:00
834,5/4/2010,3:46:00
776,5/4/2010,3:49:00
644,5/4/2010,3:52:00
729,5/4/2010,3:55:00
742,5/4/2010,3:58:00
782,5/4/2010,4:01:00
780,5/4/2010,4:04:00
769,5/4/2010,4:07:00
709,5/4/2010,4:10:00
792,5/4/2010,4:13:00
730,5/4/2010,4:16:00
750,5/4/2010,4:19:00
743,5/4/2010,4:22:00
741,5/4/2010,4:25:00
705,5/4/2010,4:28:00
707,5/4/2010,4:31:00
722,5/4/2010,4:34:00
761,5/4/2010,4:37:00
748,5/4/2010,4:40:00
751,5/4/2010,4:43:00
805,5/4/2010,4:46:00
802,5/4/2010,4:49:00
739,5/4/2010,4:52:00
739,5/4/2010,4:55:00
786,5/4/2010,4:58:00
818,5/4/2010,5:01:00
754,5/4/2010,5:04:00
744,5/4/2010,5:07:00
732,5/4/2010,5:10:00
747,5/4/2010,5:13:00
768,5/4/2010,5:16:00
745,5/4/2010,5:19:00
752,5/4/2010,5:22:00
772,5/4/2010,5:25:00
736,5/4/2010,5:28:00
779,5/4/2010,5:31:00
723,5/4/2010,5:34:00
732,5/4/2010,5:37:00
749,5/4/2010,5:40:00
755,5/4/2010,5:43:00
757,5/4/2010,5:46:00
755,5/4/2010,5:49:00
738,5/4/2010,5:52:00
746,5/4/2010,5:55:00
741,5/4/2010,5:58:00
759,5/4/2010,6:01:00
772,5/4/2010,6:04:00
755,5/4/2010,6:07:00
740,5/4/2010,6:10:00
773,5/4/2010,6:13:00
777,5/4/2010,6:16:00
779,5/4/2010,6:19:00
773,5/4/2010,6:22:00
820,5/4/2010,6:25:00
811,5/4/2010,6:28:00
841,5/4/2010,6:31:00
804,5/4/2010,6:34:00
816,5/4/2010,6:37:00
841,5/4/2010,6:40:00
820,5/4/2010,6:43:00
801,5/4/2010,6:46:00
821,5/4/2010,6:49:00
841,5/4/2010,6:52:00
806,5/4/2010,6:55:00
795,5/4/2010,6:58:00
809,5/4/2010,7:01:00
808,5/4/2010,7:04:00
796,5/4/2010,7:07:00
842,5/4/2010,7:10:00
841,5/4/2010,7:13:00
825,5/4/2010,7:16:00
834,5/4/2010,7:19:00
865,5/4/2010,7:22:00
882,5/4/2010,7:25:00
878,5/4/2010,7:28:00
876,5/4/2010,7:31:00
882,5/4/2010,7:34:00
893,5/4/2010,7:37:00
903,5/4/2010,7:40:00
859,5/4/2010,7:43:00
866,5/4/2010,7:46:00
860,5/4/2010,7:49:00
861,5/4/2010,7:52:00
848,5/4/2010,7:55:00
852,5/4/2010,7:58:00
883,5/4/2010,8:01:00
867,5/4/2010,8:04:00
887,5/4/2010,8:07:00
905,5/4/2010,8:10:00
901,5/4/2010,8:13:00
914,5/4/2010,8:16:00
893,5/4/2010,8:19:00
875,5/4/2010,8:22:00
892,5/4/2010,8:25:00
880,5/4/2010,8:28:00
901,5/4/2010,8:31:00
837,5/4/2010,8:34:00
859,5/4/2010,8:37:00
878,5/4/2010,8:40:00
915,5/4/2010,8:43:00
892,5/4/2010,8:46:00
889,5/4/2010,8:49:00
851,5/4/2010,8:52:00
885,5/4/2010,8:55:00
892,5/4/2010,8:58:00
885,5/4/2010,9:01:00
876,5/4/2010,9:04:00
862,5/4/2010,9:07:00
854,5/4/2010,9:10:00
798,5/4/2010,9:13:00
850,5/4/2010,9:16:00
864,5/4/2010,9:19:00
807,5/4/2010,9:22:00
810,5/4/2010,9:25:00
818,5/4/2010,9:28:00
824,5/4/2010,9:31:00
863,5/4/2010,9:34:00
829,5/4/2010,9:37:00
876,5/4/2010,9:40:00
832,5/4/2010,9:43:00
822,5/4/2010,9:46:00
814,5/4/2010,9:49:00
861,5/4/2010,9:52:00
852,5/4/2010,9:55:00
809,5/4/2010,9:58:00
789,5/4/2010,10:01:00
785,5/4/2010,10:04:00
823,5/4/2010,10:07:00
857,5/4/2010,10:10:00
828,5/4/2010,10:13:00
801,5/4/2010,10:16:00
817,5/4/2010,10:19:00
831,5/4/2010,10:22:00
844,5/4/2010,10:25:00
842,5/4/2010,10:28:00
818,5/4/2010,10:31:00
861,5/4/2010,10:34:00
826,5/4/2010,10:37:00
790,5/4/2010,10:40:00
850,5/4/2010,10:43:00
848,5/4/2010,10:46:00
808,5/4/2010,10:49:00
822,5/4/2010,10:52:00
792,5/4/2010,10:55:00
805,5/4/2010,10:58:00
804,5/4/2010,11:01:00
821,5/4/2010,11:04:00
795,5/4/2010,11:07:00
843,5/4/2010,11:10:00
788,5/4/2010,11:13:00
845,5/4/2010,11:16:00
818,5/4/2010,11:19:00
821,5/4/2010,11:22:00
814,5/4/2010,11:25:00
839,5/4/2010,11:28:00
844,5/4/2010,11:31:00
824,5/4/2010,11:34:00
795,5/4/2010,11:37:00
794,5/4/2010,11:40:00
807,5/4/2010,11:43:00
802,5/4/2010,11:46:00
772,5/4/2010,11:49:00
822,5/4/2010,11:52:00
850,5/4/2010,11:55:00
836,5/4/2010,11:58:00
825,5/4/2010,12:01:00
779,5/4/2010,12:04:00
800,5/4/2010,12:07:00
880,5/4/2010,12:10:00
841,5/4/2010,12:13:00
792,5/4/2010,12:16:00
799,5/4/2010,12:19:00
790,5/4/2010,12:22:00
793,5/4/2010,12:25:00
785,5/4/2010,12:28:00
795,5/4/2010,12:31:00
811,5/4/2010,12:34:00
811,5/4/2010,12:37:00
830,5/4/2010,12:40:00
832,5/4/2010,12:43:00
805,5/4/2010,12:46:00
822,5/4/2010,12:49:00
810,5/4/2010,12:52:00
802,5/4/2010,12:55:00
833,5/4/2010,12:58:00
821,5/4/2010,13:01:00
816,5/4/2010,13:04:00
840,5/4/2010,13:07:00
865,5/4/2010,13:10:00
877,5/4/2010,13:13:00
842,5/4/2010,13:16:00
804,5/4/2010,13:19:00
818,5/4/2010,13:22:00
815,5/4/2010,13:25:00
835,5/4/2010,13:28:00
873,5/4/2010,13:31:00
847,5/4/2010,13:34:00
824,5/4/2010,13:37:00
841,5/4/2010,13:40:00
808,5/4/2010,13:43:00
812,5/4/2010,13:46:00
824,5/4/2010,13:49:00
862,5/4/2010,13:52:00
859,5/4/2010,13:55:00
832,5/4/2010,13:58:00
825,5/4/2010,14:01:00
895,5/4/2010,14:04:00
817,5/4/2010,14:07:00
852,5/4/2010,14:10:00
847,5/4/2010,14:13:00
836,5/4/2010,14:16:00
819,5/4/2010,14:19:00
828,5/4/2010,14:22:00
838,5/4/2010,14:25:00
816,5/4/2010,14:28:00
819,5/4/2010,14:31:00
854,5/4/2010,14:34:00
816,5/4/2010,14:37:00
816,5/4/2010,14:40:00
818,5/4/2010,14:43:00
807,5/4/2010,14:46:00
821,5/4/2010,14:49:00
854,5/4/2010,14:52:00
813,5/4/2010,14:55:00
810,5/4/2010,14:58:00
809,5/4/2010,15:01:00
813,5/4/2010,15:04:00
844,5/4/2010,15:07:00
842,5/4/2010,15:10:00
898,5/4/2010,15:13:00
838,5/4/2010,15:16:00
880,5/4/2010,15:19:00
844,5/4/2010,15:22:00
866,5/4/2010,15:25:00
827,5/4/2010,15:28:00
837,5/4/2010,15:31:00
835,5/4/2010,15:34:00
878,5/4/2010,15:37:00
842,5/4/2010,15:40:00
823,5/4/2010,15:43:00
865,5/4/2010,15:46:00
839,5/4/2010,15:49:00
881,5/4/2010,15:52:00
897,5/4/2010,15:55:00
899,5/4/2010,15:58:00
901,5/4/2010,16:01:00
851,5/4/2010,16:04:00
902,5/4/2010,16:07:00
927,5/4/2010,16:10:00
968,5/4/2010,16:13:00
1132,5/4/2010,16:16:00
1579,5/4/2010,16:19:00
1615,5/4/2010,16:22:00
1659,5/4/2010,16:25:00
2011,5/4/2010,16:28:00
2309,5/4/2010,16:31:00
2247,5/4/2010,16:34:00
2336,5/4/2010,16:37:00
2483,5/4/2010,16:40:00
4153,5/4/2010,16:43:00
3841,5/4/2010,16:46:00
2956,5/4/2010,16:49:00
1901,5/4/2010,16:52:00
2214,5/4/2010,16:55:00
2685,5/4/2010,16:58:00
3218,5/4/2010,17:01:00
3107,5/4/2010,17:04:00
2987,5/4/2010,17:07:00
2879,5/4/2010,17:10:00
2893,5/4/2010,17:13:00
3165,5/4/2010,17:16:00
3567,5/4/2010,17:19:00
3466,5/4/2010,17:22:00
3200,5/4/2010,17:25:00
3106,5/4/2010,17:28:00
2853,5/4/2010,17:31:00
3205,5/4/2010,17:34:00
3559,5/4/2010,17:37:00
3532,5/4/2010,17:40:00
3334,5/4/2010,17:43:00
3196,5/4/2010,17:46:00
4080,5/4/2010,17:49:00
3826,5/4/2010,17:52:00
4317,5/4/2010,17:55:00
3289,5/4/2010,17:58:00
2805,5/4/2010,18:01:00
2615,5/4/2010,18:04:00
2921,5/4/2010,18:07:00
2805,5/4/2010,18:10:00
2196,5/4/2010,18:13:00
1900,5/4/2010,18:16:00
1861,5/4/2010,18:19:00
1979,5/4/2010,18:22:00
1947,5/4/2010,18:25:00
1765,5/4/2010,18:28:00
1728,5/4/2010,18:31:00
1719,5/4/2010,18:34:00
1766,5/4/2010,18:37:00
2115,5/4/2010,18:40:00
2083,5/4/2010,18:43:00
1603,5/4/2010,18:46:00
1831,5/4/2010,18:49:00
1199,5/4/2010,18:52:00
1176,5/4/2010,18:55:00
973,5/4/2010,18:58:00
883,5/4/2010,19:01:00
877,5/4/2010,19:04:00
889,5/4/2010,19:07:00
846,5/4/2010,19:10:00
775,5/4/2010,19:13:00
773,5/4/2010,19:16:00
844,5/4/2010,19:19:00
825,5/4/2010,19:22:00
834,5/4/2010,19:25:00
810,5/4/2010,19:28:00
817,5/4/2010,19:31:00
789,5/4/2010,19:34:00
808,5/4/2010,19:37:00
805,5/4/2010,19:40:00
832,5/4/2010,19:43:00
821,5/4/2010,19:46:00
837,5/4/2010,19:49:00
804,5/4/2010,19:52:00
838,5/4/2010,19:55:00
817,5/4/2010,19:58:00
778,5/4/2010,20:01:00
808,5/4/2010,20:04:00
816,5/4/2010,20:07:00
804,5/4/2010,20:10:00
792,5/4/2010,20:13:00
765,5/4/2010,20:16:00
804,5/4/2010,20:19:00
788,5/4/2010,20:22:00
805,5/4/2010,20:25:00
850,5/4/2010,20:28:00
804,5/4/2010,20:31:00
814,5/4/2010,20:34:00
810,5/4/2010,20:37:00
806,5/4/2010,20:40:00
813,5/4/2010,20:43:00
774,5/4/2010,20:46:00
807,5/4/2010,20:49:00
837,5/4/2010,20:52:00
817,5/4/2010,20:55:00
789,5/4/2010,20:58:00
826,5/4/2010,21:01:00
817,5/4/2010,21:04:00
811,5/4/2010,21:07:00
822,5/4/2010,21:10:00
855,5/4/2010,21:13:00
826,5/4/2010,21:16:00
810,5/4/2010,21:19:00
787,5/4/2010,21:22:00
828,5/4/2010,21:25:00
814,5/4/2010,21:28:00
813,5/4/2010,21:31:00
788,5/4/2010,21:34:00
813,5/4/2010,21:37:00
784,5/4/2010,21:40:00
785,5/4/2010,21:43:00
802,5/4/2010,21:46:00
830,5/4/2010,21:49:00
793,5/4/2010,21:52:00
778,5/4/2010,21:55:00
784,5/4/2010,21:58:00
816,5/4/2010,22:01:00
804,5/4/2010,22:04:00
802,5/4/2010,22:07:00
775,5/4/2010,22:10:00
810,5/4/2010,22:13:00
784,5/4/2010,22:16:00
794,5/4/2010,22:19:00
796,5/4/2010,22:22:00
781,5/4/2010,22:25:00
816,5/4/2010,22:28:00
883,5/4/2010,22:31:00
853,5/4/2010,22:34:00
837,5/4/2010,22:37:00
865,5/4/2010,22:40:00
875,5/4/2010,22:43:00
955,5/4/2010,22:46:00
831,5/4/2010,22:49:00
807,5/4/2010,22:52:00
829,5/4/2010,22:55:00
841,5/4/2010,22:58:00
852,5/4/2010,23:01:00
793,5/4/2010,23:04:00
783,5/4/2010,23:07:00
750,5/4/2010,23:10:00
771,5/4/2010,23:13:00
771,5/4/2010,23:16:00
761,5/4/2010,23:19:00
790,5/4/2010,23:22:00
772,5/4/2010,23:25:00
795,5/4/2010,23:28:00
800,5/4/2010,23:31:00
773,5/4/2010,23:34:00
754,5/4/2010,23:37:00
774,5/4/2010,23:40:00
761,5/4/2010,23:43:00
779,5/4/2010,23:46:00
743,5/4/2010,23:49:00
769,5/4/2010,23:52:00
747,5/4/2010,23:55:00
729,5/4/2010,23:58:00
735,5/5/2010,0:01:00
760,5/5/2010,0:04:00
754,5/5/2010,0:07:00
761,5/5/2010,0:10:00
739,5/5/2010,0:13:00
723,5/5/2010,0:16:00
799,5/5/2010,0:19:00
777,5/5/2010,0:22:00
768,5/5/2010,0:25:00
786,5/5/2010,0:28:00
769,5/5/2010,0:31:00
738,5/5/2010,0:34:00
743,5/5/2010,0:37:00
775,5/5/2010,0:40:00
762,5/5/2010,0:43:00
761,5/5/2010,0:46:00
725,5/5/2010,0:49:00
735,5/5/2010,0:52:00
735,5/5/2010,0:55:00
762,5/5/2010,0:58:00
756,5/5/2010,1:01:00
773,5/5/2010,1:04:00
770,5/5/2010,1:07:00
751,5/5/2010,1:10:00
736,5/5/2010,1:13:00
785,5/5/2010,1:16:00
776,5/5/2010,1:19:00
742,5/5/2010,1:22:00
739,5/5/2010,1:25:00
796,5/5/2010,1:28:00
763,5/5/2010,1:31:00
749,5/5/2010,1:34:00
742,5/5/2010,1:37:00
767,5/5/2010,1:40:00
776,5/5/2010,1:43:00
785,5/5/2010,1:46:00
753,5/5/2010,1:49:00
739,5/5/2010,1:52:00
746,5/5/2010,1:55:00
733,5/5/2010,1:58:00
748,5/5/2010,2:01:00
739,5/5/2010,2:04:00
731,5/5/2010,2:07:00
742,5/5/2010,2:10:00
780,5/5/2010,2:13:00
784,5/5/2010,2:16:00
765,5/5/2010,2:19:00
733,5/5/2010,2:22:00
781,5/5/2010,2:25:00
745,5/5/2010,2:28:00
801,5/5/2010,2:31:00
783,5/5/2010,2:34:00
764,5/5/2010,2:37:00
765,5/5/2010,2:40:00
742,5/5/2010,2:43:00
746,5/5/2010,2:46:00
738,5/5/2010,2:49:00
811,5/5/2010,2:52:00
780,5/5/2010,2:55:00
759,5/5/2010,2:58:00
732,5/5/2010,3:01:00
738,5/5/2010,3:04:00
704,5/5/2010,3:07:00
702,5/5/2010,3:10:00
733,5/5/2010,3:13:00
773,5/5/2010,3:16:00
750,5/5/2010,3:19:00
833,5/5/2010,3:22:00
784,5/5/2010,3:25:00
783,5/5/2010,3:28:00
789,5/5/2010,3:31:00
723,5/5/2010,3:34:00
711,5/5/2010,3:37:00
740,5/5/2010,3:40:00
803,5/5/2010,3:43:00
845,5/5/2010,3:46:00
751,5/5/2010,3:49:00
788,5/5/2010,3:52:00
736,5/5/2010,3:55:00
781,5/5/2010,3:58:00
715,5/5/2010,4:01:00
791,5/5/2010,4:04:00
706,5/5/2010,4:07:00
750,5/5/2010,4:10:00
730,5/5/2010,4:13:00
743,5/5/2010,4:16:00
736,5/5/2010,4:19:00
735,5/5/2010,4:22:00
706,5/5/2010,4:25:00
743,5/5/2010,4:28:00
759,5/5/2010,4:31:00
732,5/5/2010,4:34:00
737,5/5/2010,4:37:00
719,5/5/2010,4:40:00
744,5/5/2010,4:43:00
754,5/5/2010,4:46:00
742,5/5/2010,4:49:00
738,5/5/2010,4:52:00
771,5/5/2010,4:55:00
743,5/5/2010,4:58:00
745,5/5/2010,5:01:00
741,5/5/2010,5:04:00
761,5/5/2010,5:07:00
767,5/5/2010,5:10:00
757,5/5/2010,5:13:00
757,5/5/2010,5:16:00
738,5/5/2010,5:19:00
740,5/5/2010,5:22:00
731,5/5/2010,5:25:00
736,5/5/2010,5:28:00
763,5/5/2010,5:31:00
779,5/5/2010,5:34:00
732,5/5/2010,5:37:00
724,5/5/2010,5:40:00
748,5/5/2010,5:43:00
739,5/5/2010,5:46:00
763,5/5/2010,5:49:00
774,5/5/2010,5:52:00
777,5/5/2010,5:55:00
771,5/5/2010,5:58:00
758,5/5/2010,6:01:00
757,5/5/2010,6:04:00
774,5/5/2010,6:07:00
814,5/5/2010,6:10:00
773,5/5/2010,6:13:00
773,5/5/2010,6:16:00
772,5/5/2010,6:19:00
792,5/5/2010,6:22:00
784,5/5/2010,6:25:00
820,5/5/2010,6:28:00
817,5/5/2010,6:31:00
811,5/5/2010,6:34:00
803,5/5/2010,6:37:00
814,5/5/2010,6:40:00
